lon,lat,name
8.5537642,54.6964066,Freiwillige Feuerwehr Boldixum
10.7682224,53.7691319,Freiwillige Feuerwehr Utecht
8.3711103,50.0826774,Freiwillige Feuerwehr Breckenheim
8.4579329,54.7006335,Freiwillige Feuerwehr Borgsum
13.1050052,50.8211491,Freiwillige Feuerwehr Augustusburg
11.8041443,51.5860901,Freiwillige Feuerwehr Wettin
9.2238864,52.1300265,Freiwillige Feuerwehr Friederichshagen
6.4933489,50.8375069,Feuerwehrgerätehaus
10.876515,53.9533352,Freiwillige Feuerwehr Lübeck-Priwall
11.3952288,48.8429506,Freiwillige Feuerwehr Echenzell
11.485263,48.3905462,Freiwillige Feuerwehr Kollbach
10.5515676,47.5760958,Freiwillige Feuerwehr Pfronten Dorf
7.7989076,47.5893397,Feuerwehr Karsau
9.3595076,54.2028728,Freiwillige Feuerwehr Süderdorf
7.8635332,51.1445813,Freiwillige Feuerwehr Windhausen
10.7133039,49.0599203,Freiwillige Feuerwehr Gnotzheim
9.5583228,49.4307366,Freiwillige Feuerwehr Oberwittstadt
14.2737214,51.449867,Feuerwehr Hoyerswerda
8.8778053,48.1990196,Feuerwehr Tieringen
6.5197948,50.8269725,Freiwillige Feuerwehr Merzenich
8.9206751,48.6263424,Feuerwehr Rohrau
8.6725889,52.3545625,Freiwillige Feuerwehr Espelkamp Löschgruppe Frotheim
8.848695,53.0304965,Freiwillige Feuerwehr Bremen-Arsten
11.1341941,50.2257693,Freiwilige Feuerwehr Sonnefeld
7.3988267,53.1733177,Freiwillige Feuerwehr Grotegaste
11.0055595,49.2648008,Freiwillige Feuerwehr Gauchsdorf
10.2257315,52.2409131,Freiwillige Feuerwehr Gadenstedt
6.4100525,50.8859083,"Freiwillige Feuerwehr Jülich, Löschgruppe Selgersdorf"
13.337254,52.8139152,Freiwillige Feuerwehr Bernöwe
10.4226133,47.9337618,Feuerwehrhaus Wineden
9.5001955,52.1026251,Freiwillige Feuerwehr Bessingen
11.6970038,48.9014871,Freiwillige Feuerwehr Tettenwang
11.4516074,53.4169861,Feuerwehr Lüblow
10.9440298,49.3139759,Freiwillige Feuerwehr Volkersgau
8.5144925,49.2508618,Freiwillige Feuerwehr Waghäusel
11.4964855,50.0110395,Feuerwehr
10.5211576,53.2254592,Freiwillige Feuerwehr Barendorf
8.8591626,51.4670038,Feuerwehr Marsberg
7.7743579,50.6694411,Feuerwehr Hattert
11.206309,48.1391758,Freiwillige Feuerwehr Schöngeising
7.2282816,50.5379543,"Freiwillige Feuerwehr Sinzig, Löschgruppe Westum"
9.8312096,49.7867735,Freiwillige Feuerwehr Waldbüttelbrunn
11.6364789,48.1874349,Freiwillige Feuerwehr Unterföhring
10.7291035,49.3338486,Freiwillige Feuerwehr Großhaslach
8.9844194,49.7721109,Freiwillige Feuerwehr Mümling-Grumbach
13.7403592,52.5000473,Feuerwehr Vogelsdorf
13.7785962,52.468514,Feuerwehr Rüdersdorf
6.6450234,50.9513307,Freiwillige Feuerwehr Kreisstadt Bergheim - Löschzug Bergheim
9.6882594,52.8667232,Freiwillige Feuerwehr Bad Fallingbostel
10.5067774,48.0775562,Freiwillige Feuerwehr Nassenbeuren
10.9102738,49.2775714,Feuerwehr Gerätehaus
11.4417665,49.9429675,Freiwillige Feuerwehr Eschen
7.9934609,51.4273433,Feuerwehr Hüsten
10.3882608,47.6363891,altes Feuerwehrhaus
11.873518,50.2298644,Freiwillige Feuerwehr Gottfriedsreuth
8.5676329,51.2424586,Löschgruppe Hildfeld
9.3091725,53.6141877,Freiwillige Feuerwehr
10.2696637,47.8710174,Feuerwehr Ittelsburg
11.6347384,51.8956604,Freiwillige Feuerwehr Förderstedt
11.8445503,48.3260538,Freiwillige Feuerwehr Oberding
12.2214192,50.0965304,Feuerwehr Hohenberg
11.110974,50.6516129,Freiwillige Feuerwehr Unterschöbling
12.2678641,50.6194161,Feuerwehr Mylau
8.2146259,52.3716404,Feuerwehr
11.8560599,50.3561516,Freiwillige Feuerwehr Brunnenthal
11.5059786,48.6493924,Feuerwehr Winden am Aign
10.7413846,50.1450204,Freiwillige Feuerwehr Pfarrweisach
12.188027,48.2508465,Freiwillige Feuerwehr Schiltern
10.7485674,50.1634595,Freiwillige Feuerwehr Rabelsdorf
13.48544,51.9882234,Groß Ziescht
14.4949334,51.8579428,Freiwillige Feuerwehr Jänschwalde
9.2128845,48.9120471,Feuerwehrgerätehaus Hoheneck
6.2538627,51.3908455,Freiwillige Feuerwehr Herongen
6.2543204,51.4035657,Freiwillige Feuerwehr Brüxken
10.2341329,47.6305558,Feuerhaus
10.3536687,50.3164833,Freiwillige Feuerwehr Saal a.d. Saale
10.4070968,50.10314,Freiwillige Feuerwehr Kreuzthal
8.8258509,48.8043533,Freiwillige Feuerwehr Tiefenbronn Abt. Mühlhausen
10.1018544,51.3992097,Freiwillige Feuerwehr Mengelrode
7.0297178,49.3074665,Freiwillige Feuerwehr Fischbach
7.7365463,50.6669088,Freiwillige Feuerwehr Mudenbach
8.4883953,50.6869943,Freiwillige Feuerwehr Mudersbach
7.10166,52.1368237,Freiwillige Feuerwehr-Löschzug Nienborg
13.6428478,51.9516998,Zützen
8.702533,49.5198733,Freiwillige Feuerwehr Ritschweier
13.6923732,51.8767215,Gießmannsdorf
10.0893335,51.4140884,Freiwillige Feuerwehr Streitholz
9.1165192,47.7383802,9. Zug Dettingen-Wallhausen
9.606261,52.3460635,Freiwillige Feuerwehr Northen
9.950539,50.5658959,Freiwillige Feuerwehr Eckweisbach-Liebhards-Unterbernhards
8.4705727,51.2514551,Feuerwehr Siedlinghausen
9.5502227,50.1414303,Feuerwehrhaus
11.1409367,50.2030003,Freiwillige Feuerwehr Weidhausen
9.6872343,54.4024478,Freiwillige Feuerwehr Ahlefeld-Bistensee
11.4085299,50.2653458,Freiwillige Feuerwehr Zeyern
7.7316951,50.6055652,Feuerwehr Mündersbach
9.4191434,51.1495551,Freiwillige Feuerwehr Böddiger
12.6944143,53.7542724,Freiwillige Feuerwehr Remplin
8.634094,48.9342111,Freiwillige Feuerwehr Kämpfelbach Abt. Ersingen
8.7238364,48.241536,Bürger- u. Feuerwehrhaus
9.4666619,51.6303572,Feuerwehr Helmarshausen
8.8099949,49.4339562,Freiwillige Feuerwehr
12.0168902,50.1471272,FFW Großwendern
10.2148951,53.2698947,Freiwillige Feuerwehr Vierhöfen
11.9668555,48.6006534,Freiwillige Feuerwehr Niedersüßbach
11.1586532,50.2771889,Freiwillige Feuerwehr Fürth am Berg
14.1236861,53.7352249,Freiwillige Feuerwehr Bellin
10.5061847,53.1362941,Freiwillige Feuerwehr Wichmannsburg
7.772791,50.468961,Freiwillige Feuerwehr Ebernhahn
10.433061,52.0264499,Freiwillige Feuerwehr Liebenburg
7.8170109,48.3867474,Freiwillige Feuerwehr Meissenheim Abteilung Kürzell
10.1100097,48.2019952,Freiwillige Feuerwehr Jedesheim
8.0493734,50.0845171,Freiwillige Feuerwehr Hausen vor der Höhe
13.4952962,53.3811916,Freiwillige Feuerwehr Lichtenberg
12.1726774,53.1449879,Feuerwehr Pritzwalk
6.4996285,49.8138293,Freiwillige Feuerwehr Godendorf
11.3870471,50.1719791,Freiwillige Feuerwehr Kirchleus
12.5913594,53.4151765,Freiwillige Feuerwehr Gotthun
10.7502596,50.365328,Freiwillige Feuerwehr Adelhausen
10.1085809,54.2258392,Freiwillige Feuerwehr Schönhorst (Gerätehaus)
8.3646792,48.9264451,Freiwillige Feuerwehr Bruchhausen
10.7127476,53.6883583,Freiwillige Feuerwehr Giesensdorf
11.3697314,53.907599,Freiwillige Feuerwehr Gägelow
12.679443,53.6972446,Freiwillige Feuerwehr Basedow
10.2567246,50.3769199,Freiwillige Feuerwehr Unsleben
12.5347091,51.2818903,Feuerwehr Fuchshain
9.6284109,51.8816239,Feuerwehr Stadtoldendorf
9.9357173,54.2079293,Freiwillige Feuerwehr Langwedel
8.9287645,51.4709907,Feuerwehrhaus Helmighausen
11.8446407,48.2524712,Freiwillige Feuerwehr Niederneuching
14.2365622,52.383405,Freiwillige Feuerwehr Falkenberg
11.9532131,51.049856,Freiwillige Feuerwehr Weickelsdorf
11.7425288,50.3369095,Freiwillige Feuerwehr Rodesgrün
7.8267977,50.4667268,Feuerwehrgerätehaus Staudt
11.6500263,49.5548022,Freiwillige Feuerwehr Holnstein-Mittelreinbach
8.8518747,52.3033982,Freiwillige Feuerwehr Minden
10.3977175,52.1488219,Werkfeuerwehr SZFG
8.7782797,48.4689549,Freiwillige Feuerwehr Eutingen im Gäu-Rohrdorf
7.1382336,49.2294967,Freiwillige Feuerwehr Heckendalheim
11.4262217,49.9095141,Feuerwehr Frankenhaag
9.5000982,54.4821855,Freiwillige Feuerwehr Dannewerk
7.8416504,50.6755226,Freiwillige Feuerwehr Nister
11.2610457,49.3885306,Freiwillige Feuerwehr Moosbach
10.5064009,50.273,Freiwillige Feuerwehr Gabolshausen
10.2411138,50.243955,Freiwillige Feuerwehr Brünn
9.1185516,50.0146726,Freiwillige Feuerwehr Steinbach
7.8410903,50.4724554,Freiwillige Feuerwehr
8.9322342,47.6595839,Freiw. Feuerwehr Wangen
9.9692637,51.1097073,Freiwillige Feuerwehr Wichmannshausen
13.087867,50.6060193,Freiwillige Feuerwehr Mauersberg
7.9685447,49.2240633,Löschgruppe Gräfenhausen
8.036572,49.2213171,Freiwillige Feuerwehr Albersweiler
10.1617706,53.8105195,Freiwillige Feuerwehr Itzstedt
9.4824031,54.5165876,Freiwillige Feuerwehr Schuby
10.9133723,49.3803404,Freiwillige Feuerwehr Oedenreuth
9.7607057,49.7932471,Freiwillige Feuerwehr Roßbrunn
9.2007337,47.79263,Freiwillige Feuerwehr Bambergen
9.8793048,52.1431016,Freiwillige Feuerwehr Sorsum
8.8303055,48.5834651,Freiwillige Feuerwehr Herrenberg-Haslach
13.398956,50.871019,Freiwillige Feuerwehr Weißenborn
12.8368935,53.7694396,Freiwillige Feuerwehr Kummerow
12.892047,53.7945612,Freiwillige Feuerwehr Sommersdorf
10.8448948,51.9021683,Feuerwehr Heudeber
10.5447344,54.2595858,Freiwillige Feuerwehr Engelau
14.6101115,51.6660973,Freiwillige Feuerwehr Jocksdorf
11.7395129,50.0958523,Freiwillige Feuerwehr Gefrees
11.7728517,50.1557644,Freiwillige Feuerwehr Schweinsbach
12.9878884,52.7270744,Freiwillige Feuerwehr Staffelde/Groß-Ziethen
9.6378051,47.5703767,Freiwillige Feuerwehr Wasserburg
14.2751505,52.5224108,"Freiwillige Feuerwehr Vierlinden, OT Worin"
13.1214981,50.5720825,Freiwillige Feuerwehr Arnsfeld
11.6327236,50.1721244,Freiwillige Feuerwehr Marktleugast
7.6708933,53.1039341,Freiwillige Feuerwehr Ramsloh
9.9481413,51.6627332,Freiwillige Feuerwehr Elvese
12.4299424,48.6636235,Freiwillige Feuerwehr Dornwang
11.2848479,50.0700491,Freiwillige Feuerwehr Görau
8.1684317,52.1031839,Freiwillige Feuerwehr Bad Rothenfelde
12.6289007,47.9606282,Freiwillige Feuerwehr Pierling
10.2814707,50.2530488,Freiwillige Feuerwehr Kleinwenkheim
10.3127546,50.2565292,Freiwillige Feuerwehr Großwenkheim
9.778298,51.5544043,Freiwillige Feuerwehr Barterode
12.17479,48.1632445,Freiwillige Feuerwehr Haag
9.8224348,50.7535969,Freiwillige Feuerwehr Leibolz
9.0836218,51.1681743,Feuerwehrhaus Affoldern
7.1076172,50.3189907,Freiwillige Feuerwehr Luxem
11.9589648,47.9727576,Feuerwehr Hohenthann
6.8567975,51.0737588,Feuerlöschboot Chempark
9.785816,50.6556997,Freiwillige Feuerwehr Mackenzell
13.1864946,50.9864046,Freiwillige Feuerwehr Pappendorf
13.2376703,50.9567265,Freiwillige Feuerwehr Langhennersdorf
8.4805342,50.8193855,Freiwillige Feuerwehr Steinperf
7.8994031,50.6277313,Feuerwehr Nistertal
8.4923032,50.7670078,Freiwillige Feuerwehr Wommelshausen
10.0035789,51.3817097,Freiwillige Feuerwehr Marth
14.7554166,51.0271225,Freiwillige Feuerwehr Berthelsdorf
12.5687403,50.6505175,Freiwillige Feuerwehr Wiesenburg
10.2378557,51.8113916,Freiwillige Feuerwehr Bergstadt Bad Grund
8.1781251,50.5304931,Freiwillige Feuerwehr Reichenborn
11.3263721,50.0653415,Freiwillige Feuerwehr Wüstendorf
11.2220918,47.9463842,Gerätehaus Feuerwehr
12.9059439,52.4329068,Freiwillige Feuerwehr der Stadt Werder (Havel) Töplitz
8.0180622,50.6723002,Hof
11.1794116,50.3426356,Freiwillige Feuerwehr Oberlind
10.6089221,48.9550773,Freiwillige Feuerwehr Oettingen
10.4042632,52.6873531,Freiwillige Feuerwehr Steinhorst
7.7835081,50.5436489,Freiwillige Feuerwehr Maxsain
12.0162785,53.7782955,Freiwillige Feuerwehr Tarnow
12.5808194,54.3211065,Freiwillige Feuerwehr Hermannshof
11.5606833,50.2476792,Freiwillige Feuerwehr Elbersreuth
11.8990559,51.6378003,Freiwillige Feuerwehr Löbejün
8.7034376,52.3041916,Feuerwehr Nettelstedt
13.4787203,48.8827875,Freiwillige Feuerwehr Neuschönau
10.9878968,49.2731623,Feuerwehrhaus Götzenreuth
9.3993372,53.8457877,Freiwillige Feuerwehr Wewelsfleth
12.2843431,51.0468826,Feuerwehrverein Zipsendorf
13.484559,52.627041,GZS
14.2821786,53.0551158,Feuer- und Rettungswache
12.5995872,48.9193146,Freiwillige Feuerwehr Parkstetten
11.4493709,49.8319644,Freiwillige Feuerwehr Poppendorf
10.0738144,53.8402802,Löschgruppe Hüttblek
7.716144,50.6493575,Freiwillige Feuerwehr Wahlrod
11.0213503,52.7956439,Freiwillige Feuerwehr Wallstawe
10.2173238,50.7044817,Freiwillige Feuerwehr Roßdorf
10.0311347,53.2058867,Freiwillige Feuerwehr Schätzendorf
11.3014699,48.4274253,Freiwillige Feuerwehr Tandern
10.481911,53.7204473,Freiwillige Feuerwehr Steinhorst
8.2012995,50.5444309,Freiwillige Feuerwehr Probbach
9.5095075,54.6878779,Freiwillige Feuerwehr Großsolt
11.1151161,49.8192728,Freiwillige Feuerwehr Götzendorf
11.1172999,49.8279447,Freiwillige Feuerwehr Tiefenstürmig
11.1204874,50.272498,Freiwillige Feuerwehr Fechheim
8.6794545,49.6143771,Freiwillige Feuerwehr Oberlaudenbach
10.5765537,50.2659342,Freiwillige Feuerwehr Sternberg
10.3559081,49.8450392,Freiwillige Feuerwehr Neuses am Sand
13.4428025,51.2910221,Freiwillige Feuerwehr Weißig
13.1864974,51.1368105,Freiwillige Feuerwehr Mochau
9.9162651,50.4500344,Freiwillige Feuerwehr Gersfeld
12.7840254,48.1778851,Freiwillige Feuerwehr Mehring
11.8684846,49.9037955,Freiwillige Feuerwehr Immenreuth
10.027995,49.7019676,Feuerwehr Sommerhausen
10.2333741,53.8967349,Freiwillige Feuerwehr Kükels
13.1626261,52.1882269,Freiwillige Feuerwehr Ahrensdorf
11.2602716,47.4370418,Freiwillige Feuerwehr Mittenwald
11.2327773,48.7867512,Feuerwehr
8.6910834,53.7484463,Freiwillige Feuerwehr Wanhöden
10.2296547,47.8794312,Freiwillige Feuerwehr Bad Grönenbach e.V.
9.1813442,48.5776537,"Freiwillige Feuerwehr Pliezhausen, Abt. Gniebel"
13.6277077,52.7219355,Freiwillige Feuerwehr Rüdnitz
12.0539054,49.0326568,Löschzug Winzer
12.0908328,49.9485838,Freiwillige Feuerwehr Poppenreuth
12.6516804,52.6907347,Freiwillige Feuerwehr Brädikow
10.185319,53.910169,Freiwillige Feuerwehr Bark
10.4629443,51.4673551,Freiwillige Feuerwehr Neustadt (Eichsfeld)
12.7708459,48.5712244,Feuerwehr Ruppertskirchen
9.1526772,50.4008836,Freiwillige Feuerwehr Merkenfritz
10.4345352,49.7088626,Freiwillige Feuerwehr Oberscheinfeld
10.444677,48.2644503,Freiwillige Feuerwehr Bayersried Ursberg
10.9392785,48.4581897,Feuerwehr-Gerätehaus
8.7556874,48.768865,Freiwillige Feuerwehr Unterhaugstett
10.5372533,48.2295379,Freiwillige Feuerwehr Aichen
12.2380868,51.2352025,Feuerwehr Schkorlopp
6.3037832,50.9428748,"Freiwillige Feuerwehr Jülich, Löschgruppe Barmen"
7.9487981,50.4973661,Bilkheim
11.5093897,48.4835556,Feuerwehr Ilmmünster
11.7687683,50.1153126,Freiwillige Feuerwehr Zettlitz
11.7820525,50.1705909,Freiwillige Feuerwehr Mussen
11.7653391,50.1377527,Freiwillige Feuerwehr Friedmannsdorf
7.0958148,49.3575104,Freiwillige Feuerwehr Heiligenwald
12.4347641,50.3553101,Freiwillige Feuerwehr Zwota
12.3288018,51.3910801,Freiwillige Feuerwehr Lindenthal
12.4851767,51.6550699,Freiwillige Feuerwehr Krina
12.3990975,51.624145,Freiwillige Feuerwehr Pouch
12.5568915,51.6270185,Freiwillige Feuerwehr Schwemsal
12.3362184,51.6660917,Freiwillige Feuerwehr Muldenstein
11.1642665,50.9329571,Freiwillige Feuerwehr Hayn
10.7771953,47.9955741,Freiwillige Feuerwehr Waal
10.7893408,47.9696588,Feuerwehr-Gerätehaus
13.2874964,50.9069516,Freiwillige Feuerwehr Kleinschirma
13.2444615,50.9173215,"Freiwillige Feuerwehr Wegefarth ""Albert Poppitz"""
10.5784128,54.2674493,Freiwillige Feuerwehr Helmstorf
10.3725255,53.9618372,Freiwillige Feuerwehr Quaal
13.9750579,51.0907227,Freiwillige Feuerwehr Arnsdorf
10.5980409,47.6332083,Feuerwehrhaus Enzenstetten
6.2436627,51.5015169,Freiwillige Feuerwehr Walbeck
10.7964429,49.4400195,Freiwillige Feuerwehr Deberndorf
10.2785848,53.9812969,Freiwillige Feuerwehr Hamdorf
10.9823364,54.1890347,Freiwillige Feuerwehr Cismar
7.1372042,50.8142917,Freiw. Feuerwehr
9.7807752,50.0189936,Freiw. Feuerwehr Gössenheim
10.6043879,47.6126935,Feuerwehr-Gerätehaus
7.7269184,50.2141797,Freiwillige Feuerwehr Eschbach
7.9584132,50.5231682,Weltersburg
13.14998,51.079767,Freiwillige Feuerwehr Niederstriegis
7.9471177,50.5287304,Freiwillige Feuerwehr Guckheim
8.0701942,49.1039274,Feuerwehr - FF Barbelroth
6.5959011,50.7676692,Löschgruppe Kelz
11.1729269,50.1491007,freiwillige Feuerwehr Hochstadt am Main
12.1570518,48.6657137,Freiwillige Feuerwehr Oberergoldsbach
13.5086101,51.2524381,Freiwillige Feuerwehr Priestewitz
10.1531518,48.0404568,Feuerwehr Heimertingen
12.41529,50.4328246,Hammerbrücke
11.3572266,50.09629,Freiwillige Feuerwehr Willmersreuth
8.0849091,50.5672601,Freiwillige Feuerwehr Hüblingen
10.0649111,52.1642679,Feuerwehr
10.6817413,53.5739155,Freiwillige Feuerwehr Grambek
13.6067066,50.9059261,Freiwillige Feuerwehr Ruppendorf
10.7262706,53.7009941,Freiwillige Feuerwehr Harmsdorf
9.8896116,52.0657201,Freiwillige Feuerwehr Möllensen
13.9743007,51.3562305,Freiwillige Feuerwehr Grüngräbchen
10.5881231,54.2434928,Freiwillige Feuerwehr Gowens
12.720107,50.6181016,Freiwillige Feuerwehr Stadt Lößnitz
7.9180112,50.5861388,Freiwillige Feuerwehr Langenhahn
7.978719,50.5418923,Wilmenrod
11.0446518,48.5890697,Freiwillige Feuerwehr Kühnhausen
13.7547968,52.6003508,Freiwillige Feuerwehr Altlandsberg - Löschgruppe Wegendorf
14.5459918,51.3119006,Freiwillige Feuerwehr Neudorf / Halbendorf
10.6264685,50.2734034,Freiwillige Feuerwehr Albingshausen
10.3552482,53.8661364,Freiwillige Feuerwehr Wakendorf I
9.8207718,48.7118292,"Freiwillige Feuerwehr Donzdorf, Abt. Winzingen"
8.5984693,50.5608244,Freiwillige Feuerwehr Dutenhofen
14.2499218,53.5210736,Feuerwehr Mewegen
10.5256403,53.7494288,Freiwillige Feuerwehr Siebenbäumen
7.1423202,51.4956927,Freiwillige Feuerwehr Bochum-Günnigfeld (LE11)
7.3001541,51.4746162,Freiwillige Feuerwehr Bochum-Langendreer (LE33) / Gerätehaus
7.2987397,51.4891521,Freiwillige Feuerwehr Bochum Brandwacht (LE31)
10.070225,52.2731622,Freiwillige Feuerwehr Ohlum
7.4712307,51.1139739,Feuerwehr Klaswipper
8.7776203,48.6179542,Abt. Sulz am Eck
10.2373634,51.6506315,Freiwillige Feuerwehr Hattorf am Harz
11.346093,49.3265112,FF Ezelsdorf
7.9207912,50.5246127,Feuerwache Mähren
7.7994705,47.6607462,FW Abteilung 3 Langenau
7.9180161,50.5392722,Feuerwehr Härtlingen
9.6939953,51.0031557,Freiwillige Feuerwehr Braach
11.2599915,50.1997916,Freiwillige Feuerwehr Tüschnitz
9.1603645,54.3548601,Freiwillige Feuerwehr Draage
7.8339613,50.5899098,Freiwillige Feuerwehr Dreifelden
8.1552006,50.5642326,Freiwillige Feuerwehr Mengerskirchen
9.9345904,52.2972408,Freiwillige Feuerwehr Wehmingen
9.9131314,52.2942267,Freiwillige Feuerwehr Müllingen-Wirringen
9.8961274,52.2447346,Freiwillige Feuerwehr
9.9098859,52.2553815,Freiwillige Feuerwehr
7.3380535,50.3887512,Gerätehaus Freiwillige Feuerwehr Kruft
12.241014,48.946709,Freiwillige Feuerwehr Mintraching
10.0418728,49.6574115,Freiwillige Feuerwehr Hohestadt
9.9266693,53.860819,Feuerwehr Nützen-Kampen
12.4234656,48.2743837,FFW Zangberg
13.1378023,48.8452389,Freiwillige Feuerwehr Lalling
7.9665111,48.5599324,Freiwillige Feuerwehr Urloffen
7.9722096,48.535066,Freiwillige Feuerwehr Appenweier
8.0934908,50.4049327,Freiwillige Feuerwehr Dietkirchen
7.0134144,51.2190857,Freiwillige Feuerwehr Gruiten
12.0390711,51.8515073,Freiwillige Feuerwehr Aken
9.4965332,50.3931788,Feuerwehrhaus
6.7664221,50.7341172,Freiwillige Feuerwehr Erftstadt - Niederberg
10.0937315,52.0049967,Freiwillige Feuerwehr Hary
12.3846045,51.2348694,Feuerwehr Großdeuben
12.2577341,48.9061719,Langenerling Freiwillige Feuerwehr
11.5912398,49.7751546,Feuerwehr Stemmenreuth
8.8994135,48.9951027,Freiwillige Feuerwehr Schützingen
8.6925103,52.6333301,Feuerwehr Wehrbleck
13.2996815,51.324209,Freiwillige Feuerwehr Bobersen
7.0923511,50.7739006,Freiwillige Feuerwehr Löschgruppe Bergheim
11.2683073,49.471469,Freiwillige Feuerwehr Renzenhof
12.1359214,48.8960633,Luckenpaint Freiwillige Feuerwehr
12.1299192,48.955182,Oberhinkofen Freiwillige Feuerwehr
8.1612077,48.730086,Freiwillige Feuerwehr Steinbach
8.1936153,48.7915856,Freiwillige Feuerwehr Baden-Oos
7.7791947,50.6823787,Freiwillige Feuerwehr Müschenbach
9.6001149,51.1431997,Freiwillige Feuerwehr Kirchhof
12.5215531,48.268481,Feuerwehr Mößling
7.9507065,50.4609076,Freiwillige Feuerwehr Weroth
7.0301554,51.897562,Freiwillige Feuerwehr Gescher-Hochmoor
7.9571777,50.4476093,Dreikirchen
8.5513319,52.3735064,LG Vehlage
8.586948,52.3668233,LG Fabbenstedt
8.5974791,52.3502567,LG Gestringen
8.822834,52.3148374,Freiwillige Feuerwehr Gemeinde Hille
8.7885697,52.2827342,Freiwillige Feuerwehr Gemeinde Hille
9.0437441,48.3277931,Feuerwehr Jungingen
12.291165,49.1366973,Feuerwehrhaus_Hackenberg
12.9141662,50.9898119,Freiwillige Feuerwehr Frankenau
8.7025143,52.254822,Freiwillige Feuerwehr Hüllhorst Löschgruppe Tengern
8.7311657,52.2623711,Freiwillige Feuerwehr Hüllhorst Löschgruppe Bröderhausen
8.6797544,52.2678408,Freiwillige Feuerwehr Hüllhorst Löschgruppe Hüllhorst
8.612598,52.2662003,Freiwillige Feuerwehr Hüllhorst Löschgruppe Oberbauerschaft
8.5719526,52.2885514,Freiwillige Feuerwehr Lübbecke Löschgruppe Obermehnen
8.5675978,52.3070296,Freiwillige Feuerwehr Lübbecke Löschgruppe Blasheim
8.5836457,52.3202588,Freiwillige Feuerwehr Lübbecke Löschgruppe Stockhausen
8.483564,52.3153583,Freiwillige Feuerwehr Preußisch Oldendorf Löschgruppe Harlinghausen
8.495073,52.2744631,Freiwillige Feuerwehr Preußisch Oldendorf Löschgruppe Börninghausen
8.5012081,52.3028773,Freiwillige Feuerwehr Preußisch Oldendorf Löschgruppe Preußisch Oldendorf
8.494437,52.3380487,Freiwillige Feuerwehr Preußisch Oldendorf Löschgruppe Getmold
8.5397546,52.3413356,Freiwillige Feuerwehr Preußisch Oldendorf Löschgruppe Hedem
8.4633907,52.3314955,Freiwillige Feuerwehr Preußisch Oldendorf Löschgruppe Schröttinghausen
10.4610971,53.6402669,Freiwillige Feuerwehr Linau
12.2345221,49.0139524,Feuerwehr Sarching
8.928226,53.1404093,Freiwillige Feuerwehr Bremen-Timmersloh
10.7037125,53.2226124,Feuerwehr Ellringen
9.7243965,52.0200461,Feuerwehr
7.6887309,52.1497483,Gerätehaus Westladbergen
9.9696686,52.8109864,Freiwillige Feuerwehr Bergen
9.8829631,53.3850502,Freiwillige Feuerwehr Nenndorf
12.0445316,49.6543451,Freiwillige Feuerwehr Mantel
8.4776037,53.5216099,Freiwillige Feuerwehr Phiesewarden
11.2141759,50.2606026,Freiwillige Feuerwehr Neundorf
11.2169634,50.2499056,Freiwillige Feuerwehr Markt Mitwitz
6.924585,50.0178968,Freiwillige Feuerwehr Flußbach
10.0111433,47.6285539,Freiwillige Feuerwehr Grünenbach
8.2256988,48.7890229,Freiwillige Feuerwehr Balg
9.6847997,51.8910263,Feuerwehr
8.9582118,48.216336,Freiwillige Feuerwehr Lautlingen
9.3885814,52.5869824,Freiwillige Feuerwehr Borstel
9.0587372,52.8748181,Freiwillige Feuerwehr Martfeld
12.6717953,51.6193696,Freiwillige Feuerwehr Kossa
11.8871071,49.4217763,Freiwillige Feuerwehr Kümmersbruck
13.9037992,51.0793272,Freiwillige Feuerwehr Ullersdorf
9.5107281,51.3754653,Freiwillige Feuerwehr Fuldatal-Simmershausen
11.2087903,50.2285742,Freiwillige Feuerwehr Horb an der Steinach
11.2497744,50.2552792,Freiwillige Feuerwehr Kaltenbrunn
11.254463,50.2443916,Freiwillige Feuerwehr Burgstall
11.2012774,50.2706029,Freiwillige Feuerwehr Schwärzdorf
11.1965707,50.2499009,Freiwillige Feuerwehr Steinach an der Steinach
14.2006054,53.5164859,Freiwillige Feuerwehr Rothenklempenow
11.2175133,50.219582,Freiwillige Feuerwehr Leutendorf
7.251302,49.7417574,Freiwillige Feuerwehr Hettenrodt
9.8566373,51.9965336,Feuerwehr
11.6530575,50.3049907,Freiwillige Feuerwehr Lippertsgrün
12.0809148,51.878528,Freiwillige Feuerwehr Steutz
12.9796052,51.9544111,Freiwillige Feuerwehr Gölsdorf
8.4800559,50.349197,Feuerwehr Wilhelmsdorf
12.071372,51.5925041,Freiwillige Feuerwehr Schrenz
10.0504631,53.3426276,Freiwillige Feuerwehr Ohlendorf
9.973988,51.4093921,Freiwillige Feuerwehr Reiffenhausen
10.1793892,51.8499074,Feuerwehr
7.5624724,50.883669,Feuerwehr Hömel
9.6268945,52.9670366,Freiwillige Feuerwehr
10.1023447,50.1836469,Freiwillige Feuerwehr Reiterswiesen
12.175268,47.6398515,Feuerwache Mühlbach
9.907452,50.6926493,Feuerwehr Garage
7.2185531,51.3766519,Freiwillige Feuerwehr Bredenscheid
9.6925224,54.3202401,Freiwillige Feuerwehr Büdelsdorf
11.0751237,48.1544272,Freiwillige Feuerwehr Moorenweis
11.2928075,53.1310083,Freiwillige Feuerwehr Klein Schmölen
11.3267385,53.1567894,Freiwillige Feuerwehr Kaliß
7.3870992,50.4517584,Feuerwehrgerätehaus
